topicId,rootId,wordId,type,group,title,question,answers,correctAnswer,explanation,audio_script,image_description,wordGroup,level,order
t-hsk1-danhtunoichon,,w-chaoshi,C1,C,"{""vi"": ""Điền trống — câu đơn"", ""en"": ""Fill blank — single sentence""}","{""vi"": ""Điền từ vào chỗ trống:\n我星期天去___买水果。\nWǒ xīngqītiān qù ___ mǎi shuǐguǒ.""}","{""vi"": [""A. 超市 [chāoshì]"", ""B. 医院 [yīyuàn]"", ""C. 学校 [xuéxiào]"", ""D. 站 [zhàn]""]}","{""vi"": ""A""}","{""vi"": ""我星期天去超市买水果。\nWǒ xīngqītiān qù chāoshì mǎi shuǐguǒ.\nDịch: Chủ nhật tôi đi siêu thị mua trái cây.""}",,,[],HSK1,513
t-hsk1-danhtunoichon,,w-chaoshi,C2,C,"{""vi"": ""Chọn câu đúng"", ""en"": ""Choose correct sentence""}","{""vi"": ""Chọn câu đúng:""}","{""vi"": [""A. 这个超市很大。\nZhè ge chāoshì hěn dà."", ""B. 这个很大超市。\nZhè ge hěn dà chāoshì.""]}","{""vi"": ""A""}","{""vi"": ""Câu đúng:\n这个超市很大。\nZhè ge chāoshì hěn dà.\nDịch: Siêu thị này rất lớn.\n\nCâu sai:\n这个很大超市。\nZhè ge hěn dà chāoshì.\nLý do: Sai cấu trúc — \""很 + tính từ\"" không thể đứng trước danh từ làm định ngữ khi thiếu \""的\"". Câu đúng là \""这个超市很大\"" (chủ ngữ + 很 + tính từ).""}",,,[],HSK1,514
t-hsk1-danhtunoichon,,w-chaoshi,C3,C,"{""vi"": ""Đúng/Sai cách dùng"", ""en"": ""True/False usage""}","{""vi"": ""Phán đoán đúng sai:\n超市里有水很多。\nChāoshì lǐ yǒu shuǐ hěn duō.""}","{""vi"": [""A. Đúng"", ""B. Sai""]}","{""vi"": ""B""}","{""vi"": ""Nguyên nhân sai: Sai trật tự từ — \""很多\"" phải đứng trước danh từ để bổ nghĩa cho \""水\"", không đứng sau.\n\nCâu đúng:\n超市里有很多水。\nChāoshì lǐ yǒu hěn duō shuǐ.\nDịch: Trong siêu thị có rất nhiều nước.""}",,,[],HSK1,515
t-hsk1-danhtunoichon,,w-chaoshi,C4,C,"{""vi"": ""Điền trống — hội thoại"", ""en"": ""Fill blank — dialogue""}","{""vi"": ""Điền từ vào chỗ trống:\nA: 你妈妈去哪儿买菜？\nNǐ māma qù nǎr mǎi cài?\nB: 她喜欢去___买菜。\nTā xǐhuān qù ___ mǎi cài.""}","{""vi"": [""A. 公司 [gōngsī]"", ""B. 超市 [chāoshì]"", ""C. 房间 [fángjiān]"", ""D. 书店 [shūdiàn]""]}","{""vi"": ""B""}","{""vi"": ""A: 你妈妈去哪儿买菜？\nB: 她喜欢去超市买菜。\nNǐ māma qù nǎr mǎi cài?\nTā xǐhuān qù chāoshì mǎi cài.\n\nDịch:\nA: Mẹ bạn đi đâu mua đồ ăn?\nB: Cô ấy thích đi siêu thị mua đồ ăn.""}",,,[],HSK1,516
t-hsk1-danhtunoichon,,w-zhan,A1,A,"{""vi"": ""Nhìn chữ Hán → Chọn nghĩa"", ""en"": ""See Hanzi → Choose meaning""}","{""vi"": ""Chọn nghĩa đúng của từ sau:\n站 [zhàn]""}","{""vi"": [""A. ga, bến, trạm"", ""B. công ty"", ""C. siêu thị"", ""D. căn phòng""]}","{""vi"": ""A""}","{""vi"": ""站 [zhàn]: ga, bến, trạm""}",,,[],HSK1,517
t-hsk1-danhtunoichon,,w-zhan,A2,A,"{""vi"": ""Nghe audio → Chọn từ"", ""en"": ""Listen → Choose word""}","{""vi"": ""Nghe audio và chọn đáp án đúng:\nzhàn""}","{""vi"": [""A. 公司 [gōngsī]"", ""B. 站 [zhàn]"", ""C. 超市 [chāoshì]"", ""D. 房间 [fángjiān]""]}","{""vi"": ""B""}","{""vi"": ""站 [zhàn]: ga, bến, trạm""}",站,,[],HSK1,518
t-hsk1-danhtunoichon,,w-zhan,A3,A,"{""vi"": ""Đúng/Sai nghĩa"", ""en"": ""True/False meaning""}","{""vi"": ""Phán đoán đúng sai:\n站 [zhàn] = siêu thị""}","{""vi"": [""A. Đúng"", ""B. Sai""]}","{""vi"": ""B""}","{""vi"": ""站 [zhàn]: ga, bến, trạm""}",,,[],HSK1,519
t-hsk1-danhtunoichon,,w-zhan,A4,A,"{""vi"": ""Nhìn chữ Hán → Chọn pinyin + nghĩa"", ""en"": ""See Hanzi → Choose pinyin + meaning""}","{""vi"": ""Chọn phiên âm và nghĩa của từ:\n站""}","{""vi"": [""A. [gōngsī] - công ty"", ""B. [fángjiān] - căn phòng"", ""C. [zhàn] - ga, bến, trạm"", ""D. [chāoshì] - siêu thị""]}","{""vi"": ""C""}","{""vi"": ""站 [zhàn]: ga, bến, trạm""}",,,[],HSK1,520
t-hsk1-danhtunoichon,,w-zhan,B1,B,"{""vi"": ""Nhìn nghĩa → Chọn chữ Hán"", ""en"": ""See meaning → Choose Hanzi""}","{""vi"": ""Chọn \""ga, bến, trạm\"":""}","{""vi"": [""A. 火车站 [huǒchē zhàn]"", ""B. 学校 [xuéxiào]"", ""C. 家 [jiā]"", ""D. 站 [zhàn]""]}","{""vi"": ""D""}","{""vi"": ""站 [zhàn]: ga, bến, trạm""}",,,[],HSK1,521
t-hsk1-danhtunoichon,,w-zhan,B2,B,"{""vi"": ""Nhìn ảnh → Chọn từ"", ""en"": ""See image → Choose word""}","{""vi"": ""Xem hình và chọn từ phù hợp:""}","{""vi"": [""A. 站 [zhàn]"", ""B. 商店 [shāngdiàn]"", ""C. 医院 [yīyuàn]"", ""D. 公司 [gōngsī]""]}","{""vi"": ""A""}","{""vi"": ""站 [zhàn]: ga, bến, trạm""}",,A bus stop with a sign and several people waiting for the bus on the sidewalk,[],HSK1,522
t-hsk1-danhtunoichon,,w-zhan,B3,B,"{""vi"": ""Đọc nghĩa → Gõ chữ Hán"", ""en"": ""Read meaning → Type Hanzi""}","{""vi"": ""Nhập chữ Hán của:\nga, bến, trạm""}",None,"{""vi"": ""站""}","{""vi"": ""站 [zhàn]: ga, bến, trạm""}",,,[],HSK1,523
t-hsk1-danhtunoichon,,w-zhan,C1,C,"{""vi"": ""Điền trống — câu đơn"", ""en"": ""Fill blank — single sentence""}","{""vi"": ""Điền từ vào chỗ trống:\n下一___是天安门。\nXià yí ___ shì Tiān'ānmén.""}","{""vi"": [""A. 站 [zhàn]"", ""B. 房间 [fángjiān]"", ""C. 学校 [xuéxiào]"", ""D. 商店 [shāngdiàn]""]}","{""vi"": ""A""}","{""vi"": ""下一站是天安门。\nXià yí zhàn shì Tiān'ānmén.\nDịch: Trạm tiếp theo là Thiên An Môn.""}",,,[],HSK1,524
t-hsk1-danhtunoichon,,w-zhan,C2,C,"{""vi"": ""Chọn câu đúng"", ""en"": ""Choose correct sentence""}","{""vi"": ""Chọn câu đúng:""}","{""vi"": [""A. 妈妈在车站等我。\nMāma zài chēzhàn děng wǒ."", ""B. 车站妈妈在等我。\nChēzhàn māma zài děng wǒ.""]}","{""vi"": ""A""}","{""vi"": ""Câu đúng:\n妈妈在车站等我。\nMāma zài chēzhàn děng wǒ.\nDịch: Mẹ đợi tôi ở bến xe.\n\nCâu sai:\n车站妈妈在等我。\nChēzhàn māma zài děng wǒ.\nLý do: Sai trật tự từ — trạng ngữ chỉ địa điểm \""车站\"" phải đứng sau chủ ngữ \""妈妈\"".""}",,,[],HSK1,525
t-hsk1-danhtunoichon,,w-zhan,C3,C,"{""vi"": ""Đúng/Sai cách dùng"", ""en"": ""True/False usage""}","{""vi"": ""Phán đoán đúng sai:\n这里到学校有三站路。\nZhèlǐ dào xuéxiào yǒu sān zhàn lù.""}","{""vi"": [""A. Đúng"", ""B. Sai""]}","{""vi"": ""A""}","{""vi"": ""这里到学校有三站路。\nZhèlǐ dào xuéxiào yǒu sān zhàn lù.\nDịch: Từ đây đến trường có ba trạm.""}",,,[],HSK1,526
t-hsk1-danhtunoichon,,w-zhan,C4,C,"{""vi"": ""Điền trống — hội thoại"", ""en"": ""Fill blank — dialogue""}","{""vi"": ""Điền từ vào chỗ trống:\nA: 我们在哪儿下车？\nWǒmen zài nǎr xià chē?\nB: 在下一___。\nZài xià yí ___.""}","{""vi"": [""A. 超市 [chāoshì]"", ""B. 医院 [yīyuàn]"", ""C. 站 [zhàn]"", ""D. 家 [jiā]""]}","{""vi"": ""C""}","{""vi"": ""A: 我们在哪儿下车？\nB: 在下一站。\nWǒmen zài nǎr xià chē?\nZài xià yí zhàn.\n\nDịch:\nA: Chúng ta xuống xe ở đâu?\nB: Ở trạm tiếp theo.""}",,,[],HSK1,527
t-hsk1-danhtunoichon,,w-huochezhan,A1,A,"{""vi"": ""Nhìn chữ Hán → Chọn nghĩa"", ""en"": ""See Hanzi → Choose meaning""}","{""vi"": ""Chọn nghĩa đúng của từ sau:\n火车站 [huǒchē zhàn]""}","{""vi"": [""A. công ty"", ""B. siêu thị"", ""C. trạm xe lửa, ga tàu, ga xe lửa"", ""D. căn phòng""]}","{""vi"": ""C""}","{""vi"": ""火车站 [huǒchē zhàn]: trạm xe lửa, ga tàu, ga xe lửa""}",,,[],HSK1,528
t-hsk1-danhtunoichon,,w-huochezhan,A2,A,"{""vi"": ""Nghe audio → Chọn từ"", ""en"": ""Listen → Choose word""}","{""vi"": ""Nghe audio và chọn đáp án đúng:\nhuǒchē zhàn""}","{""vi"": [""A. 火车站 [huǒchē zhàn]"", ""B. 站 [zhàn]"", ""C. 公司 [gōngsī]"", ""D. 房间 [fángjiān]""]}","{""vi"": ""A""}","{""vi"": ""火车站 [huǒchē zhàn]: trạm xe lửa, ga tàu, ga xe lửa""}",火车站,,[],HSK1,529
t-hsk1-danhtunoichon,,w-huochezhan,A3,A,"{""vi"": ""Đúng/Sai nghĩa"", ""en"": ""True/False meaning""}","{""vi"": ""Phán đoán đúng sai:\n火车站 [huǒchē zhàn] = trạm xe lửa, ga tàu, ga xe lửa""}","{""vi"": [""A. Đúng"", ""B. Sai""]}","{""vi"": ""A""}","{""vi"": ""火车站 [huǒchē zhàn]: trạm xe lửa, ga tàu, ga xe lửa""}",,,[],HSK1,530
t-hsk1-danhtunoichon,,w-huochezhan,A4,A,"{""vi"": ""Nhìn chữ Hán → Chọn pinyin + nghĩa"", ""en"": ""See Hanzi → Choose pinyin + meaning""}","{""vi"": ""Chọn phiên âm và nghĩa của từ:\n火车站""}","{""vi"": [""A. [zhàn] - ga, bến, trạm"", ""B. [yīyuàn] - bệnh viện"", ""C. [huǒchē zhàn] - trạm xe lửa, ga tàu, ga xe lửa"", ""D. [xuéxiào] - trường học""]}","{""vi"": ""C""}","{""vi"": ""火车站 [huǒchē zhàn]: trạm xe lửa, ga tàu, ga xe lửa""}",,,[],HSK1,531
t-hsk1-danhtunoichon,,w-huochezhan,B1,B,"{""vi"": ""Nhìn nghĩa → Chọn chữ Hán"", ""en"": ""See meaning → Choose Hanzi""}","{""vi"": ""Chọn \""trạm xe lửa, ga tàu, ga xe lửa\"":""}","{""vi"": [""A. 学校 [xuéxiào]"", ""B. 房间 [fángjiān]"", ""C. 超市 [chāoshì]"", ""D. 火车站 [huǒchē zhàn]""]}","{""vi"": ""D""}","{""vi"": ""火车站 [huǒchē zhàn]: trạm xe lửa, ga tàu, ga xe lửa""}",,,[],HSK1,532
t-hsk1-danhtunoichon,,w-huochezhan,B2,B,"{""vi"": ""Nhìn ảnh → Chọn từ"", ""en"": ""See image → Choose word""}","{""vi"": ""Xem hình và chọn từ phù hợp:""}","{""vi"": [""A. 医院 [yīyuàn]"", ""B. 火车站 [huǒchē zhàn]"", ""C. 公司 [gōngsī]"", ""D. 超市 [chāoshì]""]}","{""vi"": ""B""}","{""vi"": ""火车站 [huǒchē zhàn]: trạm xe lửa, ga tàu, ga xe lửa""}",,"A large train station building with trains on tracks, passengers walking on the platform, and a station sign",[],HSK1,533
t-hsk1-danhtunoichon,,w-huochezhan,B3,B,"{""vi"": ""Đọc nghĩa → Gõ chữ Hán"", ""en"": ""Read meaning → Type Hanzi""}","{""vi"": ""Nhập chữ Hán của:\ntrạm xe lửa, ga tàu, ga xe lửa""}",None,"{""vi"": ""火车站""}","{""vi"": ""火车站 [huǒchē zhàn]: trạm xe lửa, ga tàu, ga xe lửa""}",,,[],HSK1,534
t-hsk1-danhtunoichon,,w-huochezhan,C1,C,"{""vi"": ""Điền trống — câu đơn"", ""en"": ""Fill blank — single sentence""}","{""vi"": ""Điền từ vào chỗ trống:\n请问，去北京的火车在___上车？\nQǐngwèn, qù Běijīng de huǒchē zài ___ shàng chē?""}","{""vi"": [""A. 站 [zhàn]"", ""B. 家 [jiā]"", ""C. 火车站 [huǒchē zhàn]"", ""D. 医院 [yīyuàn]""]}","{""vi"": ""C""}","{""vi"": ""请问，去北京的火车在火车站上车？\nQǐngwèn, qù Běijīng de huǒchē zài huǒchē zhàn shàng chē?\nDịch: Cho hỏi, tàu đi Bắc Kinh lên ở ga nào?""}",,,[],HSK1,535
t-hsk1-danhtunoichon,,w-huochezhan,C2,C,"{""vi"": ""Chọn câu đúng"", ""en"": ""Choose correct sentence""}","{""vi"": ""Chọn câu đúng:""}","{""vi"": [""A. 我妈妈在火车站工作。\nWǒ māma zài huǒchē zhàn gōngzuò."", ""B. 我妈妈工作火车站。\nWǒ māma gōngzuò huǒchē zhàn.""]}","{""vi"": ""A""}","{""vi"": ""Câu đúng:\n我妈妈在火车站工作。\nWǒ māma zài huǒchē zhàn gōngzuò.\nDịch: Mẹ tôi làm việc ở ga tàu.\n\nCâu sai:\n我妈妈工作火车站。\nWǒ māma gōngzuò huǒchē zhàn.\nLý do: Thiếu giới từ \""在\"" trước danh từ chỉ địa điểm \""火车站\"". Câu đúng phải có \""在\"": \""在火车站工作\"".""}",,,[],HSK1,536
t-hsk1-danhtunoichon,,w-huochezhan,C3,C,"{""vi"": ""Đúng/Sai cách dùng"", ""en"": ""True/False usage""}","{""vi"": ""Phán đoán đúng sai:\n我朋友在火车站接我。\nWǒ péngyou zài huǒchē zhàn jiē wǒ.""}","{""vi"": [""A. Đúng"", ""B. Sai""]}","{""vi"": ""A""}","{""vi"": ""我朋友在火车站接我。\nWǒ péngyou zài huǒchē zhàn jiē wǒ.\nDịch: Bạn tôi đón tôi ở ga tàu.""}",,,[],HSK1,537
t-hsk1-danhtunoichon,,w-huochezhan,C4,C,"{""vi"": ""Điền trống — hội thoại"", ""en"": ""Fill blank — dialogue""}","{""vi"": ""Điền từ vào chỗ trống:\nA: 我坐火车去北京，你来___送我吧。\nA: Wǒ zuò huǒchē qù Běijīng, nǐ lái ___ sòng wǒ ba.\nB: 好的，几点？\nB: Hǎo de, jǐ diǎn?""}","{""vi"": [""A. 学校 [xuéxiào]"", ""B. 火车站 [huǒchē zhàn]"", ""C. 家 [jiā]"", ""D. 公司 [gōngsī]""]}","{""vi"": ""B""}","{""vi"": ""A: 我坐火车去北京，你来火车站送我吧。\nB: 好的，几点？\nWǒ zuò huǒchē qù Běijīng, nǐ lái huǒchē zhàn sòng wǒ ba.\nHǎo de, jǐ diǎn?\n\nDịch:\nA: Tôi đi tàu đến Bắc Kinh, bạn ra ga tiễn tôi nhé.\nB: Được, mấy giờ?""}",,,[],HSK1,538
t-hsk1-danhtunoichon,,w-fangjian,A1,A,"{""vi"": ""Nhìn chữ Hán → Chọn nghĩa"", ""en"": ""See Hanzi → Choose meaning""}","{""vi"": ""Chọn nghĩa đúng của từ sau:\n房间 [fángjiān]""}","{""vi"": [""A. siêu thị"", ""B. căn phòng"", ""C. công ty"", ""D. ga, bến, trạm""]}","{""vi"": ""B""}","{""vi"": ""房间 [fángjiān]: căn phòng""}",,,[],HSK1,539
t-hsk1-danhtunoichon,,w-fangjian,A2,A,"{""vi"": ""Nghe audio → Chọn từ"", ""en"": ""Listen → Choose word""}","{""vi"": ""Nghe audio và chọn đáp án đúng:\n[fángjiān]""}","{""vi"": [""A. 站 [zhàn]"", ""B. 超市 [chāoshì]"", ""C. 房间 [fángjiān]"", ""D. 公司 [gōngsī]""]}","{""vi"": ""C""}","{""vi"": ""房间 [fángjiān]: căn phòng""}",房间,,[],HSK1,540
t-hsk1-danhtunoichon,,w-fangjian,A3,A,"{""vi"": ""Đúng/Sai nghĩa"", ""en"": ""True/False meaning""}","{""vi"": ""Phán đoán đúng sai:\n房间 [fángjiān] = căn phòng""}","{""vi"": [""A. Đúng"", ""B. Sai""]}","{""vi"": ""A""}","{""vi"": ""房间 [fángjiān]: căn phòng""}",,,[],HSK1,541
t-hsk1-danhtunoichon,,w-fangjian,A4,A,"{""vi"": ""Nhìn chữ Hán → Chọn pinyin + nghĩa"", ""en"": ""See Hanzi → Choose pinyin + meaning""}","{""vi"": ""Chọn phiên âm và nghĩa của từ:\n房间""}","{""vi"": [""A. [gōngsī] - công ty"", ""B. [zhàn] - ga, bến, trạm"", ""C. [chāoshì] - siêu thị"", ""D. [fángjiān] - căn phòng""]}","{""vi"": ""D""}","{""vi"": ""房间 [fángjiān]: căn phòng""}",,,[],HSK1,542
t-hsk1-danhtunoichon,,w-fangjian,B1,B,"{""vi"": ""Nhìn nghĩa → Chọn chữ Hán"", ""en"": ""See meaning → Choose Hanzi""}","{""vi"": ""Chọn \""căn phòng\"":""}","{""vi"": [""A. 火车站 [huǒchē zhàn]"", ""B. 超市 [chāoshì]"", ""C. 家 [jiā]"", ""D. 房间 [fángjiān]""]}","{""vi"": ""D""}","{""vi"": ""房间 [fángjiān]: căn phòng""}",,,[],HSK1,543
t-hsk1-danhtunoichon,,w-fangjian,B2,B,"{""vi"": ""Nhìn ảnh → Chọn từ"", ""en"": ""See image → Choose word""}","{""vi"": ""Xem hình và chọn từ phù hợp:""}","{""vi"": [""A. 水 [shuǐ]"", ""B. 站 [zhàn]"", ""C. 火车站 [huǒchē zhàn]"", ""D. 房间 [fángjiān]""]}","{""vi"": ""D""}","{""vi"": ""房间 [fángjiān]: căn phòng""}",,a cozy bedroom with a bed and a desk near the window,[],HSK1,544
t-hsk1-danhtunoichon,,w-fangjian,B3,B,"{""vi"": ""Đọc nghĩa → Gõ chữ Hán"", ""en"": ""Read meaning → Type Hanzi""}","{""vi"": ""Nhập chữ Hán của:\ncăn phòng""}",None,"{""vi"": ""房间""}","{""vi"": ""房间 [fángjiān]: căn phòng""}",,,[],HSK1,545
t-hsk1-danhtunoichon,,w-fangjian,C1,C,"{""vi"": ""Điền trống — câu đơn"", ""en"": ""Fill blank — single sentence""}","{""vi"": ""Điền từ vào chỗ trống:\n这是我家，有五个___。\nZhè shì wǒ jiā, yǒu wǔ ge ___.""}","{""vi"": [""A. 水 [shuǐ]"", ""B. 房间 [fángjiān]"", ""C. 站 [zhàn]"", ""D. 公司 [gōngsī]""]}","{""vi"": ""B""}","{""vi"": ""这是我家，有五个房间。\nZhè shì wǒ jiā, yǒu wǔ ge fángjiān.\nDịch: Đây là nhà tôi, có năm căn phòng.""}",,,[],HSK1,546
t-hsk1-danhtunoichon,,w-fangjian,C2,C,"{""vi"": ""Chọn câu đúng"", ""en"": ""Choose correct sentence""}","{""vi"": ""Chọn câu đúng:""}","{""vi"": [""A. 我的房间在二楼。\nWǒ de fángjiān zài èr lóu."", ""B. 房间我的二楼在。\nFángjiān wǒ de èr lóu zài.""]}","{""vi"": ""A""}","{""vi"": ""Câu đúng:\n我的房间在二楼。\nWǒ de fángjiān zài èr lóu.\nDịch: Phòng tôi ở tầng hai.\n\nCâu sai:\n房间我的二楼在。\nFángjiān wǒ de èr lóu zài.\nLý do: Sai trật tự từ — \""房间我的二楼在\"" đảo \""在\"" ra cuối câu, không đúng cấu trúc \""Chủ ngữ + 在 + địa điểm\"".""}",,,[],HSK1,547
t-hsk1-danhtunoichon,,w-fangjian,C3,C,"{""vi"": ""Đúng/Sai cách dùng"", ""en"": ""True/False usage""}","{""vi"": ""Phán đoán đúng sai:\n他房间有小。\nTā fángjiān yǒu xiǎo.""}","{""vi"": [""A. Đúng"", ""B. Sai""]}","{""vi"": ""B""}","{""vi"": ""Nguyên nhân sai: \""有\"" là động từ chỉ sở hữu, không dùng trước tính từ. Trong tiếng Trung, dùng \""很\"" trước tính từ để chỉ mức độ.\n\nCâu đúng:\n他的房间很小。\nTā de fángjiān hěn xiǎo.\nDịch: Phòng của anh ấy rất nhỏ.""}",,,[],HSK1,548
t-hsk1-danhtunoichon,,w-fangjian,C4,C,"{""vi"": ""Điền trống — hội thoại"", ""en"": ""Fill blank — dialogue""}","{""vi"": ""Điền từ vào chỗ trống:\nA: 你家有几张床？\nNǐ jiā yǒu jǐ zhāng chuáng?\nB: 我的___有一张床。\nWǒ de ___ yǒu yī zhāng chuáng.""}","{""vi"": [""A. 超市 [chāoshì]"", ""B. 书 [shū]"", ""C. 猫 [māo]"", ""D. 房间 [fángjiān]""]}","{""vi"": ""D""}","{""vi"": ""A: 你家有几张床？\nB: 我的房间有一张床。\nNǐ jiā yǒu jǐ zhāng chuáng?\nWǒ de fángjiān yǒu yī zhāng chuáng.\n\nDịch:\nA: Nhà bạn có mấy cái giường?\nB: Phòng tôi có một cái giường.""}",,,[],HSK1,549
t-hsk1-danhtuphuonghuong,,w-dong,A1,A,"{""vi"": ""Nhìn chữ Hán → Chọn nghĩa"", ""en"": ""See Hanzi → Choose meaning""}","{""vi"": ""Chọn nghĩa đúng của từ sau:\n东 [dōng]""}","{""vi"": [""A. tây"", ""B. bắc"", ""C. đông"", ""D. nam""]}","{""vi"": ""C""}","{""vi"": ""东 [dōng]: đông""}",,,[],HSK1,550
t-hsk1-danhtuphuonghuong,,w-dong,A2,A,"{""vi"": ""Nghe audio → Chọn từ"", ""en"": ""Listen → Choose word""}","{""vi"": ""Nghe audio và chọn đáp án đúng:\ndōng""}","{""vi"": [""A. 西 [xī]"", ""B. 南 [nán]"", ""C. 东 [dōng]"", ""D. 北 [běi]""]}","{""vi"": ""C""}","{""vi"": ""东 [dōng]: đông""}",东,,[],HSK1,551
t-hsk1-danhtuphuonghuong,,w-dong,A3,A,"{""vi"": ""Đúng/Sai nghĩa"", ""en"": ""True/False meaning""}","{""vi"": ""Phán đoán đúng sai:\n东 [dōng] = tây""}","{""vi"": [""A. Đúng"", ""B. Sai""]}","{""vi"": ""B""}","{""vi"": ""东 [dōng]: đông""}",,,[],HSK1,552
t-hsk1-danhtuphuonghuong,,w-dong,A4,A,"{""vi"": ""Nhìn chữ Hán → Chọn pinyin + nghĩa"", ""en"": ""See Hanzi → Choose pinyin + meaning""}","{""vi"": ""Chọn phiên âm và nghĩa của từ:\n东""}","{""vi"": [""A. [xī] - tây"", ""B. [nán] - nam"", ""C. [dōng] - đông"", ""D. [běi] - bắc""]}","{""vi"": ""C""}","{""vi"": ""东 [dōng]: đông""}",,,[],HSK1,553
t-hsk1-danhtuphuonghuong,,w-dong,B1,B,"{""vi"": ""Nhìn nghĩa → Chọn chữ Hán"", ""en"": ""See meaning → Choose Hanzi""}","{""vi"": ""Chọn \""đông\"":""}","{""vi"": [""A. 东 [dōng]"", ""B. 间 [jiān]"", ""C. 前 [qián]"", ""D. 后 [hòu]""]}","{""vi"": ""A""}","{""vi"": ""东 [dōng]: đông""}",,,[],HSK1,554
t-hsk1-danhtuphuonghuong,,w-dong,B2,B,"{""vi"": ""Nhìn ảnh → Chọn từ"", ""en"": ""See image → Choose word""}",None,None,"{""vi"": ""东""}","{""vi"": ""东 [dōng]: đông""}",,None,[],HSK1,555
t-hsk1-danhtuphuonghuong,,w-dong,B3,B,"{""vi"": ""Đọc nghĩa → Gõ chữ Hán"", ""en"": ""Read meaning → Type Hanzi""}","{""vi"": ""Nhập chữ Hán của:\nđông""}",None,"{""vi"": ""东""}","{""vi"": ""东 [dōng]: đông""}",,,[],HSK1,556
t-hsk1-danhtuphuonghuong,,w-dong,C1,C,"{""vi"": ""Điền trống — câu đơn"", ""en"": ""Fill blank — single sentence""}","{""vi"": ""Điền từ vào chỗ trống:\n早上，太阳在___边。\nZǎoshang, tàiyáng zài ___ biān.""}","{""vi"": [""A. 上 [shàng]"", ""B. 下 [xià]"", ""C. 西 [xī]"", ""D. 东 [dōng]""]}","{""vi"": ""D""}","{""vi"": ""早上，太阳在东边。\nZǎoshang, tàiyáng zài dōngbiān.\nDịch: Buổi sáng, mặt trời ở phía đông.""}",,,[],HSK1,557
t-hsk1-danhtuphuonghuong,,w-dong,C2,C,"{""vi"": ""Chọn câu đúng"", ""en"": ""Choose correct sentence""}","{""vi"": ""Chọn câu đúng:""}","{""vi"": [""A. 他在学校东边下车。\nTā zài xuéxiào dōngbiān xiàchē."", ""B. 他学校东边下车。\nTā xuéxiào dōngbiān xiàchē.""]}","{""vi"": ""A""}","{""vi"": ""Câu đúng:\n他在学校东边下车。\nTā zài xuéxiào dōngbiān xiàchē.\nDịch: Anh ấy xuống xe ở phía đông trường học.\n\nCâu sai:\n他学校东边下车。\nTā xuéxiào dōngbiān xiàchē.\nLý do: Thiếu giới từ \""在\"" — câu thiếu \""在\"" nên không xác định được vị trí.""}",,,[],HSK1,558
t-hsk1-danhtuphuonghuong,,w-dong,C3,C,"{""vi"": ""Đúng/Sai cách dùng"", ""en"": ""True/False usage""}","{""vi"": ""Phán đoán đúng sai:\n学校的东边是商店。\nXuéxiào de dōngbiān shì shāngdiàn.""}","{""vi"": [""A. Đúng"", ""B. Sai""]}","{""vi"": ""A""}","{""vi"": ""学校的东边是商店。\nXuéxiào de dōngbiān shì shāngdiàn.\nDịch: Phía đông trường học là cửa hàng.""}",,,[],HSK1,559
t-hsk1-danhtuphuonghuong,,w-dong,C4,C,"{""vi"": ""Điền trống — hội thoại"", ""en"": ""Fill blank — dialogue""}","{""vi"": ""Điền từ vào chỗ trống:\nA: 你住在学校北边还是南边？\nNǐ zhù zài xuéxiào běibiān háishì nánbiān?\nB: 不是北边，也不是南边。我家在学校___边。\nBùshì běibiān, yě bùshì nánbiān. Wǒ jiā zài xuéxiào ___ biān.""}","{""vi"": [""A. 南 [nán]"", ""B. 东 [dōng]"", ""C. 前 [qián]"", ""D. 上 [shàng]""]}","{""vi"": ""B""}","{""vi"": ""A: 你住在学校北边还是南边？\nB: 不是北边，也不是南边。我家在学校东边。\nNǐ zhù zài xuéxiào běibiān háishì nánbiān?\nBùshì běibiān, yě bùshì nánbiān. Wǒ jiā zài xuéxiào dōngbiān.\n\nDịch:\nA: Bạn sống ở phía bắc hay phía nam trường học?\nB: Không phải bắc, cũng không phải nam. Nhà tôi ở phía đông trường học.""}",,,[],HSK1,560
t-hsk1-danhtuphuonghuong,,w-nan,A1,A,"{""vi"": ""Nhìn chữ Hán → Chọn nghĩa"", ""en"": ""See Hanzi → Choose meaning""}","{""vi"": ""Chọn nghĩa đúng của từ sau:\n南 [nán]""}","{""vi"": [""A. tây"", ""B. bắc"", ""C. nam, phía nam"", ""D. đông""]}","{""vi"": ""C""}","{""vi"": ""南 [nán]: nam, phía nam""}",,,[],HSK1,561
t-hsk1-danhtuphuonghuong,,w-nan,A2,A,"{""vi"": ""Nghe audio → Chọn từ"", ""en"": ""Listen → Choose word""}","{""vi"": ""Nghe audio và chọn đáp án đúng:\nnán""}","{""vi"": [""A. 北 [běi]"", ""B. 东 [dōng]"", ""C. 西 [xī]"", ""D. 南 [nán]""]}","{""vi"": ""D""}","{""vi"": ""南 [nán]: nam, phía nam""}",南,,[],HSK1,562
t-hsk1-danhtuphuonghuong,,w-nan,A3,A,"{""vi"": ""Đúng/Sai nghĩa"", ""en"": ""True/False meaning""}","{""vi"": ""Phán đoán đúng sai:\n南 [nán] = nam, phía nam""}","{""vi"": [""A. Đúng"", ""B. Sai""]}","{""vi"": ""A""}","{""vi"": ""南 [nán]: nam, phía nam""}",,,[],HSK1,563
